YEAR,TERM,TERM_TEXT,CRN,SUB,NUM,SECT,SEQ,SECTION_TITLE,CREDITS,DAYS,TIMES,BLDG,ROOM,PROF,NOTES,MAX_ENROLL,DIST,INTERDISCIPLINARY_COURSE1,INTERDISCIPLINARY_COURSE2,INTERDISCIPLINARY_COURSE3,INTERDISCIPLINARY_COURSE4
2016,201601,Fall 2016,12360,GRE,201,0,1,Intermediate Greek,1, M  W  F ,1130-1220pm,,,Toumazou M,,20,FRLG,CLA,,,
2016,201601,Fall 2016,12360,GRE,201,0,1,Intermediate Greek,1, M  W  F ,1130-1220pm,,,Toumazou M,,20,FRLG,CLA,,,
2016,201601,Fall 2016,14884,GRE,211,0,1,Homer,1,  T  R  ,0940-1055am,CHAM,1015,Cheshire K,"PRQ,XLST",10,FRLG,CLA,LIT,,
2016,201601,Fall 2016,14884,GRE,211,0,1,Homer,1,  T  R  ,0940-1055am,CHAM,1015,Cheshire K,"PRQ,XLST",10,FRLG,CLA,LIT,,
2016,201601,Fall 2016,14884,GRE,211,0,1,Homer,1,  T  R  ,0940-1055am,CHAM,1015,Cheshire K,"PRQ,XLST",10,FRLG,CLA,LIT,,
2016,201601,Fall 2016,14885,GRE,311,0,1,Homer,1,  T  R  ,0940-1055am,CHAM,1015,Cheshire K,"PRQ,XLST",10,FRLG,CLA,LIT,,
2016,201601,Fall 2016,14885,GRE,311,0,1,Homer,1,  T  R  ,0940-1055am,CHAM,1015,Cheshire K,"PRQ,XLST",10,FRLG,CLA,LIT,,
2016,201601,Fall 2016,14885,GRE,311,0,1,Homer,1,  T  R  ,0940-1055am,CHAM,1015,Cheshire K,"PRQ,XLST",10,FRLG,CLA,LIT,,
2016,201601,Fall 2016,15511,GSS,101,0,1,Intro to Gender & Sexuality,1, M  W  F ,0930-1020am,CHAM,1003,Gonzalez M,,30,LBRQ,,,,
2016,201601,Fall 2016,16091,GSS,201,0,1,Feminist & Queer Theories,1,  T  R  ,1215-0130pm,CHAM,2130,Horowitz K,,20,LBRQ,AFR,LIT,,
2016,201601,Fall 2016,16091,GSS,201,0,1,Feminist & Queer Theories,1,  T  R  ,1215-0130pm,CHAM,2130,Horowitz K,,20,LBRQ,AFR,LIT,,
2016,201601,Fall 2016,16091,GSS,201,0,1,Feminist & Queer Theories,1,  T  R  ,1215-0130pm,CHAM,2130,Horowitz K,,20,LBRQ,AFR,LIT,,
2016,201601,Fall 2016,16092,GSS,440,0,1,Matters of Life & Death,1, M     ,0130-0420pm,CHAM,B022,Horowitz K,234,12,,,,,
2016,201601,Fall 2016,15750,GSS,498,0,1,GSS Senior Capstone,1, M     ,0130-0420pm,CHAM,2209,Fackler M,4,12,,,,,
2016,201601,Fall 2016,15060,HIS,112,0,1,Medieval Millennium 500-1500,1,  T  R  ,0305-0420pm,CHAM,3084,Kabala J,123,30,HTRQ,,,,
2016,201601,Fall 2016,14984,HIS,119,0,1,England to 1688,1,  T  R  ,0940-1055am,CHAM,3084,Dietz V,123,30,HTRQ,,,,
2016,201601,Fall 2016,13548,HIS,122,0,1,Europe since 1789,1,  T  R  ,0940-1055am,CHAM,3068,Tilburg P,123,30,HTRQ,,,,
2016,201601,Fall 2016,14576,HIS,141,0,1,American History to 1877,1, M  W  F ,0130-0220pm,CHAM,1027,Stremlau R,123,30,HTRQ,,,,
2016,201601,Fall 2016,13955,HIS,142,0,1,The United States since 1877,1, M  W  F ,1130-1220pm,CHAM,3084,Wertheimer J,123,30,HTRQ,,,,
2016,201601,Fall 2016,16070,HIS,169,0,1,The Making of Modern Africa,1,  T  R  ,0815-0930am,CUNN,109,Wiemers A,123,30,CULT HTRQ,AFR,,,
2016,201601,Fall 2016,16070,HIS,169,0,1,The Making of Modern Africa,1,  T  R  ,0815-0930am,CUNN,109,Wiemers A,123,30,CULT HTRQ,AFR,,,
2016,201601,Fall 2016,14170,HIS,176,0,1,"The Middle East,1453-Present",1, M  W  F ,1230-0120pm,CHAM,3084,Berkey J,123,30,CULT HTRQ,,,,
2016,201601,Fall 2016,13863,HIS,183,0,1,East Asian History to 1850,1, M  W  F ,0230-0320pm,CHAM,3084,Mortensen D,123,28,CULT HTRQ,EAS,,,
2016,201601,Fall 2016,13863,HIS,183,0,1,East Asian History to 1850,1, M  W  F ,0230-0320pm,CHAM,3084,Mortensen D,123,28,CULT HTRQ,EAS,,,
2016,201601,Fall 2016,16131,HIS,242,0,1,Origins of the Amer South,1,  T  R  ,0940-1055am,CHAM,2198,Guasco M,123,20,HTRQ,,,,
2016,201601,Fall 2016,16071,HIS,243,0,1,Native Women,1, M  W  F ,0330-0420pm,CHAM,2198,Stremlau R,123,20,CULT HTRQ,GSS,,,
2016,201601,Fall 2016,16071,HIS,243,0,1,Native Women,1, M  W  F ,0330-0420pm,CHAM,2198,Stremlau R,123,20,CULT HTRQ,GSS,,,
2016,201601,Fall 2016,14408,HIS,252,0,1,The US from 1900 to 1945,1,  T  R  ,0305-0420pm,CHAM,3198,Wertheimer J,123,20,HTRQ,,,,
2016,201601,Fall 2016,15789,HIS,267,0,1,Health & Society in Africa,1,  T    ,0140-0420pm,CUNN,109,Wiemers A,123,20,CULT HTRQ,AFR,MHU,,
2016,201601,Fall 2016,15789,HIS,267,0,1,Health & Society in Africa,1,  T    ,0140-0420pm,CUNN,109,Wiemers A,123,20,CULT HTRQ,AFR,MHU,,
2016,201601,Fall 2016,15789,HIS,267,0,1,Health & Society in Africa,1,  T    ,0140-0420pm,CUNN,109,Wiemers A,123,20,CULT HTRQ,AFR,MHU,,
2016,201601,Fall 2016,16158,HIS,274,0,1,Youth and Revolution,1, M  W  F ,1030-1120am,CHAM,1046,Mortensen D,"123,",20,CULT HTRQ,,,,
2016,201601,Fall 2016,13960,HIS,302,0,1,African-American Hist to 1877,1,  T  R  ,1215-0130pm,CHAM,3084,Guasco M,,30,HTRQ,AFR,,,
2016,201601,Fall 2016,13960,HIS,302,0,1,African-American Hist to 1877,1,  T  R  ,1215-0130pm,CHAM,3084,Guasco M,,30,HTRQ,AFR,,,
2016,201601,Fall 2016,14797,HIS,338,0,1,REG FOR CRN 16066,1, M     ,0130-0420pm,VAC,108,Denham S,XLST,0,HTRQ,,,,
2016,201601,Fall 2016,16159,HIS,389,0,1,"Women, Gender&Sexuality Japan",1, M  W  F ,1230-0120pm,CHAM,1003,Mortensen D,,30,CULT HTRQ,,,,
2016,201601,Fall 2016,16072,HIS,391,0,1,Writing Historical Fiction,1, M  W  F ,0930-1020am,CHAM,2068,Wertheimer J,,30,HTRQ,,,,
2016,201601,Fall 2016,14494,HIS,395,0,1,Independent Study,1,      ,TBA,,,Staff S,PRM,5,,,,,
2016,201601,Fall 2016,15435,HIS,422,0,1,Gender in Early Modern Europe,1,    R  ,0140-0420pm,CHAM,2196,Dietz V,34,12,,GSS,,,
2016,201601,Fall 2016,15435,HIS,422,0,1,Gender in Early Modern Europe,1,    R  ,0140-0420pm,CHAM,2196,Dietz V,34,12,,GSS,,,
2016,201601,Fall 2016,13664,HIS,480,A,1,Senior Research Seminar,1,   W   ,0130-0420pm,CHAM,3155,Staff S,4,22,,,,,
2016,201601,Fall 2016,13665,HIS,480,B,1,Senior Research Seminar,1,   W   ,0130-0420pm,CHAM,1045,Dietz V,4,0,,,,,
2016,201601,Fall 2016,14186,HIS,480,C,1,Senior Research Seminar,1,   W   ,0130-0420pm,CHAM,1015,Wiemers A,4,0,,,,,
2016,201601,Fall 2016,10369,HIS,488,0,1,Kelley Honors Seminar,1,   W   ,0130-0420pm,CHAM,2196,Tilburg P,"PRM,4",10,,,,,
2016,201601,Fall 2016,16160,HUM,103,0,1,Cultures and Conflicts I,2, M  W  F ,0930-1020am,CHAM,HANCE,Lerner N,"1,",56,,,,,
2016,201601,Fall 2016,16160,HUM,103,0,1,Cultures and Conflicts I,2, M  W  F ,0930-1020am,CHAM,HANCE,Lerner N,"1,",56,,,,,
2016,201601,Fall 2016,16160,HUM,103,0,2,Cultures and Conflicts I,,    R  ,0305-0420pm,CHAM,HANCE,Lerner N,"1,",56,,,,,
2016,201601,Fall 2016,16160,HUM,103,0,2,Cultures and Conflicts I,,    R  ,0305-0420pm,CHAM,HANCE,Lerner N,"1,",56,,,,,
2016,201601,Fall 2016,16161,HUM,103,BE,1,REG FOR CRN 16160,2, M  W  F ,0930-1020am,CHAM,1015,Berkey J,"1,",14,,,,,
2016,201601,Fall 2016,16161,HUM,103,BE,1,REG FOR CRN 16160,2, M  W  F ,0930-1020am,CHAM,1015,Berkey J,"1,",14,,,,,
2016,201601,Fall 2016,16161,HUM,103,BE,2,REG FOR CRN 16160,,    R  ,0305-0420pm,CHAM,1096,Berkey J,"1,",14,,,,,
2016,201601,Fall 2016,16161,HUM,103,BE,2,REG FOR CRN 16160,,    R  ,0305-0420pm,CHAM,1096,Berkey J,"1,",14,,,,,
2016,201601,Fall 2016,16163,HUM,103,HI,1,REG FOR CRN 16160,2, M  W  F ,0930-1020am,CHAM,1045,Hillard V,"1,",14,,,,,
2016,201601,Fall 2016,16163,HUM,103,HI,1,REG FOR CRN 16160,2, M  W  F ,0930-1020am,CHAM,1045,Hillard V,"1,",14,,,,,
2016,201601,Fall 2016,16163,HUM,103,HI,2,REG FOR CRN 16160,,    R  ,0305-0420pm,CHAM,1086,Hillard V,"1,",14,,,,,
2016,201601,Fall 2016,16163,HUM,103,HI,2,REG FOR CRN 16160,,    R  ,0305-0420pm,CHAM,1086,Hillard V,"1,",14,,,,,
2016,201601,Fall 2016,16164,HUM,103,LE,1,REG FOR CRN 16160,2, M  W  F ,0930-1020am,SLOAN,B011,Lerner N,"1,",14,,,,,
2016,201601,Fall 2016,16164,HUM,103,LE,1,REG FOR CRN 16160,2, M  W  F ,0930-1020am,SLOAN,B011,Lerner N,"1,",14,,,,,
2016,201601,Fall 2016,16164,HUM,103,LE,2,REG FOR CRN 16160,,    R  ,0305-0420pm,SLOAN,B011,Lerner N,"1,",14,,,,,
2016,201601,Fall 2016,16164,HUM,103,LE,2,REG FOR CRN 16160,,    R  ,0305-0420pm,SLOAN,B011,Lerner N,"1,",14,,,,,
2016,201601,Fall 2016,16165,HUM,103,WI,1,REG FOR CRN 16160,2, M  W  F ,0930-1020am,EU,101,Wills A,"1,",14,,,,,
2016,201601,Fall 2016,16165,HUM,103,WI,1,REG FOR CRN 16160,2, M  W  F ,0930-1020am,EU,101,Wills A,"1,",14,,,,,
2016,201601,Fall 2016,16165,HUM,103,WI,2,REG FOR CRN 16160,,    R  ,0305-0420pm,CUNN,111,Wills A,"1,",14,,,,,
2016,201601,Fall 2016,16165,HUM,103,WI,2,REG FOR CRN 16160,,    R  ,0305-0420pm,CUNN,111,Wills A,"1,",14,,,,,
2016,201601,Fall 2016,10854,HUM,250,0,1,W-Trad:Renaissance to 18th Cen,1, M  W  F ,1130-1220pm,CHAM,HANCE,Lerner N,"23,PRQ",42,HUMA LBRQ,HIS,,,
2016,201601,Fall 2016,10854,HUM,250,0,1,W-Trad:Renaissance to 18th Cen,1, M  W  F ,1130-1220pm,CHAM,HANCE,Lerner N,"23,PRQ",42,HUMA LBRQ,HIS,,,
2016,201601,Fall 2016,14902,HUM,250,GR,1,W-Trad:Renaissance to 18th Cen,1, M  W  F ,1130-1220pm,CHAM,3196,Griffith M,"23,PRQ",14,HUMA LBRQ,HIS,,,
2016,201601,Fall 2016,14902,HUM,250,GR,1,W-Trad:Renaissance to 18th Cen,1, M  W  F ,1130-1220pm,CHAM,3196,Griffith M,"23,PRQ",14,HUMA LBRQ,HIS,,,
2016,201601,Fall 2016,14903,HUM,250,HE,1,W-Trad:Renaissance to 18th Cen,1, M  W  F ,1130-1220pm,CHAM,2196,Henke B,"23,PRQ",14,HUMA LBRQ,HIS,,,
2016,201601,Fall 2016,14903,HUM,250,HE,1,W-Trad:Renaissance to 18th Cen,1, M  W  F ,1130-1220pm,CHAM,2196,Henke B,"23,PRQ",14,HUMA LBRQ,HIS,,,
2016,201601,Fall 2016,10749,HUM,250,IN,1,W-Trad:Renaissance to 18th Cen,1, M  W  F ,1130-1220pm,CARO,224,Ingram R,"23,PRQ",14,HUMA LBRQ,HIS,,,
2016,201601,Fall 2016,10749,HUM,250,IN,1,W-Trad:Renaissance to 18th Cen,1, M  W  F ,1130-1220pm,CARO,224,Ingram R,"23,PRQ",14,HUMA LBRQ,HIS,,,
2016,201601,Fall 2016,16136,LAS,120,0,1,Afro-Latin America,1,  T  R  ,1215-0130pm,CHAM,2084,Benson D,XLST,15,CULT LBRQ,,,,
2016,201601,Fall 2016,16138,LAS,230,0,1,History of the Caribbean,1,  T  R  ,0305-0420pm,CHAM,2084,Benson D,XLST,15,,,,,
2016,201601,Fall 2016,16005,LAS,395,A,1,Independent Study,1,      ,TBA,,,Staff S,PRM,5,,,,,
2016,201601,Fall 2016,15957,LAS,499,0,1,Honors Independent Study,1,      ,TBA,,,Staff S,PRM,5,,,,,
2016,201601,Fall 2016,12361,LAT,101,0,1,Elementary Latin I,1, M  W  F ,1130-1220pm,CHAM,1045,Cheshire K,,20,,CLA,,,
2016,201601,Fall 2016,12361,LAT,101,0,1,Elementary Latin I,1, M  W  F ,1130-1220pm,CHAM,1045,Cheshire K,,20,,CLA,,,
2016,201601,Fall 2016,12524,LAT,201,A,1,Intermediate Latin,1, M  W  F ,0930-1020am,CHAM,2187,Neumann J,PRQ,20,FRLG,CLA,,,
2016,201601,Fall 2016,12524,LAT,201,A,1,Intermediate Latin,1, M  W  F ,0930-1020am,CHAM,2187,Neumann J,PRQ,20,FRLG,CLA,,,
2016,201601,Fall 2016,14743,LAT,201,B,1,Intermediate Latin,1, M  W  F ,1130-1220pm,CHAM,2187,Neumann J,PRQ,20,FRLG,CLA,,,
2016,201601,Fall 2016,14743,LAT,201,B,1,Intermediate Latin,1, M  W  F ,1130-1220pm,CHAM,2187,Neumann J,PRQ,20,FRLG,CLA,,,
2016,201601,Fall 2016,15391,LAT,221,0,1,Roman Comedy,1,  T  R  ,1215-0130pm,WALL,307,Neumann J,PRQ,15,FRLG LTRQ,CLA,,,
2016,201601,Fall 2016,15391,LAT,221,0,1,Roman Comedy,1,  T  R  ,1215-0130pm,WALL,307,Neumann J,PRQ,15,FRLG LTRQ,CLA,,,
2016,201601,Fall 2016,15392,LAT,321,0,1,Roman Comedy,1,  T  R  ,1215-0130pm,WALL,307,Neumann J,PRQ,15,FRLG LTRQ,CLA,,,
2016,201601,Fall 2016,15392,LAT,321,0,1,Roman Comedy,1,  T  R  ,1215-0130pm,WALL,307,Neumann J,PRQ,15,FRLG LTRQ,CLA,,,
2016,201601,Fall 2016,16116,LIT,372,0,1,Nabokov & Global Literature,1,   W   ,0130-0420pm,CUNN,109,Utkin R,XLST,15,CULT LTRQ,,,,
2016,201601,Fall 2016,15190,MAT,108,0,1,Mathematics & Politics,1,  T  R  ,0140-0255pm,CHAM,2234,Mossinghoff M,,20,MQRQ,,,,
2016,201601,Fall 2016,10373,MAT,110,0,1,Finite Mathematics,1, M  W  F ,0130-0220pm,CHAM,3068,Molinek D,,30,MQRQ,,,,
2016,201601,Fall 2016,15208,MAT,111,0,1,Calculus I - No Prev Exposure,1, M  W  F ,0930-1020am,CHAM,1062,Brandt A,,26,MQRQ,,,,
2016,201601,Fall 2016,15191,MAT,112,A,1,Calculus I and Modeling,1, M  W  F ,0830-0920am,CHAM,1006,Bivens I,,26,MQRQ,,,,
2016,201601,Fall 2016,15192,MAT,112,B,1,Calculus I and Modeling,1,  T  R  ,0815-0930am,CHAM,3106,Mossinghoff M,,26,MQRQ,,,,
2016,201601,Fall 2016,15193,MAT,112,C,1,Calculus I and Modeling,1, M  W  F ,1130-1220pm,CHAM,3106,Ash D,,26,MQRQ,,,,
2016,201601,Fall 2016,15194,MAT,113,A,1,Calculus II,1, M  W  F ,0930-1020am,CUNN,109,Chartier T,PRQ,26,MQRQ,CHE,,,
2016,201601,Fall 2016,15194,MAT,113,A,1,Calculus II,1, M  W  F ,0930-1020am,CUNN,109,Chartier T,PRQ,26,MQRQ,CHE,,,
2016,201601,Fall 2016,15195,MAT,113,B,1,Calculus II,1, M  W  F ,1030-1120am,CUNN,109,Chartier T,PRQ,26,MQRQ,CHE,,,
2016,201601,Fall 2016,15195,MAT,113,B,1,Calculus II,1, M  W  F ,1030-1120am,CUNN,109,Chartier T,PRQ,26,MQRQ,CHE,,,
2016,201601,Fall 2016,15196,MAT,113,C,1,Calculus II,1,  T  R  ,0815-0930am,CHAM,2130,Davis S,PRQ,26,MQRQ,CHE,,,
2016,201601,Fall 2016,15196,MAT,113,C,1,Calculus II,1,  T  R  ,0815-0930am,CHAM,2130,Davis S,PRQ,26,MQRQ,CHE,,,
2016,201601,Fall 2016,10388,MAT,150,A,1,Linear Algebra,1, M  W  F ,1230-0120pm,CHAM,LRC,Brandt A,PRQ,24,MQRQ,,,,
2016,201601,Fall 2016,10388,MAT,150,A,1,Linear Algebra,1, M  W  F ,1230-0120pm,CHAM,LRC,Brandt A,PRQ,24,MQRQ,,,,
2016,201601,Fall 2016,10388,MAT,150,A,2,Linear Algebra,, M  W  F ,1230-0120pm,CHAM,3234,Brandt A,PRQ,24,MQRQ,,,,
2016,201601,Fall 2016,10388,MAT,150,A,2,Linear Algebra,, M  W  F ,1230-0120pm,CHAM,3234,Brandt A,PRQ,24,MQRQ,,,,
2016,201601,Fall 2016,14200,MAT,150,B,1,Linear Algebra,1,  T  R  ,0940-1055am,LIB,B110,Davis S,PRQ,24,MQRQ,,,,
2016,201601,Fall 2016,15197,MAT,160,A,1,Calculus III,1,  T  R  ,0815-0930am,CHAM,2234,Yerger C,PRQ,26,MQRQ,,,,
2016,201601,Fall 2016,15342,MAT,160,B,1,Calculus III,1,  T  R  ,0940-1055am,CHAM,2234,Yerger C,PRQ,26,MQRQ,,,,
2016,201601,Fall 2016,16017,MAT,220,0,1,REGISTER FOR CRN 15944,1, M  W  F ,1130-1220pm,CHAM,1046,Peck T,"XLST,PRQ",0,MQRQ,CSC,,,
2016,201601,Fall 2016,16017,MAT,220,0,1,REGISTER FOR CRN 15944,1, M  W  F ,1130-1220pm,CHAM,1046,Peck T,"XLST,PRQ",0,MQRQ,CSC,,,
2016,201601,Fall 2016,16017,MAT,220,0,1,REGISTER FOR CRN 15944,1, M  W  F ,1130-1220pm,CHAM,1046,Peck T,"XLST,PRQ",0,MQRQ,CSC,,,
2016,201601,Fall 2016,16017,MAT,220,0,1,REGISTER FOR CRN 15944,1, M  W  F ,1130-1220pm,CHAM,1046,Peck T,"XLST,PRQ",0,MQRQ,CSC,,,
2016,201601,Fall 2016,16017,MAT,220,0,2,REGISTER FOR CRN 15944,, M  W  F ,1130-1220pm,LIB,B110,Peck T,"XLST,PRQ",0,MQRQ,CSC,,,
2016,201601,Fall 2016,16017,MAT,220,0,2,REGISTER FOR CRN 15944,, M  W  F ,1130-1220pm,LIB,B110,Peck T,"XLST,PRQ",0,MQRQ,CSC,,,
2016,201601,Fall 2016,16017,MAT,220,0,2,REGISTER FOR CRN 15944,, M  W  F ,1130-1220pm,LIB,B110,Peck T,"XLST,PRQ",0,MQRQ,CSC,,,
2016,201601,Fall 2016,16017,MAT,220,0,2,REGISTER FOR CRN 15944,, M  W  F ,1130-1220pm,LIB,B110,Peck T,"XLST,PRQ",0,MQRQ,CSC,,,
2016,201601,Fall 2016,15199,MAT,230,0,1,Sets and Proofs,1, M  W  F ,0230-0320pm,WALL,210,Ash D,PRQ,20,MQRQ,,,,
2016,201601,Fall 2016,10391,MAT,235,0,1,Differential Equations,1, M  W  F ,1230-0120pm,CHAM,1062,Chartier T,PRQ,30,MQRQ,,,,
2016,201601,Fall 2016,15201,MAT,330,0,1,Real Analysis I,1, M  W  F ,1030-1120am,CHAM,2068,Molinek D,PRQ,30,,,,,
2016,201601,Fall 2016,10396,MAT,340,0,1,Probability,1, M  W  F ,0930-1020am,CHAM,3106,Heyer L,PRQ,30,,,,,
2016,201601,Fall 2016,12301,MAT,355,0,1,Abstract Algebra I,1,  T  R  ,1215-0130pm,CHAM,2146,Davis S,PRQ,30,,,,,
2016,201601,Fall 2016,15296,MAT,380,0,1,Sem: Problem Solving & History,1,  T  R  ,0940-1055am,CHAM,2084,Bivens I,PRQ,30,,,,,
2016,201601,Fall 2016,15817,MHU,120,0,1,Intro to Clinical Ethics,1,  T  R  ,0140-0255pm,CHAM,3106,Eijkholt M,,30,PRRQ,,,,
2016,201601,Fall 2016,15811,MHU,211,0,1,"Health,Illness & Primary Care",1,  T  R  ,0140-0255pm,CHAM,1062,Mamoon N,PRQ,30,NONE,,,,
2016,201601,Fall 2016,15993,MHU,244,0,1,REGISTER FOR CRN 14793,1,  T  R  ,0815-0930am,CHAM,1003,Stutts L,"PRQ,XLST",0,SSRQ,PSY,,,
2016,201601,Fall 2016,15993,MHU,244,0,1,REGISTER FOR CRN 14793,1,  T  R  ,0815-0930am,CHAM,1003,Stutts L,"PRQ,XLST",0,SSRQ,PSY,,,
2016,201601,Fall 2016,15800,MHU,280,0,1,Introduction to Global Health,1,  T  R  ,1215-0130pm,CHAM,2234,Orroth K,,30,NONE,SOC,,,
2016,201601,Fall 2016,15800,MHU,280,0,1,Introduction to Global Health,1,  T  R  ,1215-0130pm,CHAM,2234,Orroth K,,30,NONE,SOC,,,
2016,201601,Fall 2016,15966,MHU,354,0,1,REGISTER FOR CRN 15970,1, M     ,0130-0420pm,CHAM,1045,Stutts L,"34,PRQ,PRM,XLST",0,SSRQ,PSY,,,
2016,201601,Fall 2016,15966,MHU,354,0,1,REGISTER FOR CRN 15970,1, M     ,0130-0420pm,CHAM,1045,Stutts L,"34,PRQ,PRM,XLST",0,SSRQ,PSY,,,
2016,201601,Fall 2016,15653,MHU,395,0,1,Intro to Public Health - TBD,1, M  W  F ,1030-1120am,CHAM,3084,Staff S,PRM,30,,,,,
2016,201601,Fall 2016,16007,MHU,395,0,1,Health Methods TBD,1, M  W  F ,0130-0220pm,CHAM,3187,Staff S,,20,,,,,
2016,201601,Fall 2016,10405,MIL,101,0,1,Leadership & Personal Develop,0,    R  ,0940-1055am,PREY,24,Staff S,12,15,,,,,
2016,201601,Fall 2016,12737,MIL,201,A,1,Innovative Team Leadership,0,  T    ,0900-1040am,UNCC,,Staff S,12,15,,,,,
2016,201601,Fall 2016,15987,MIL,201,B,1,Innovative Team Leadership,0,   W   ,0200-0340pm,UNCC,,Staff S,"2,PRM",15,,,,,
2016,201601,Fall 2016,10410,MIL,301,A,1,Adaptive Tactical Leadership,1,  T    ,0900-1130am,UNCC,,Staff S,"3,XP,R",10,,,,,
2016,201601,Fall 2016,15464,MIL,301,B,1,Adaptive Tactical Leadership,1,   W   ,0200-0430pm,UNCC,,Staff S,"3,XP,R",10,,,,,
2016,201601,Fall 2016,10411,MIL,401,A,1,Developing Adaptive Leaders,0,  T    ,0830-1050am,UNCC,,Staff S,"4,XP,R",10,,,,,
2016,201601,Fall 2016,15465,MIL,401,B,1,Developing Adaptive Leaders,0,   W   ,0200-0430pm,UNCC,,Staff S,"4,XP,R",10,,,,,
2016,201601,Fall 2016,16021,MUS,8,0,1,After Hours,0,      ,TBA,,,Gilliam C,,6,,,,,
2016,201601,Fall 2016,16018,MUS,9,0,1,Collegium Musicum,0,      ,TBA,,,Gilliam C,,9,,,,,
2016,201601,Fall 2016,10622,MUS,10,0,1,Davidson Singers,0,   W   ,0500-0600pm,,,Gilliam C,PRM,30,,,,,
2016,201601,Fall 2016,10622,MUS,10,0,1,Davidson Singers,0,   W   ,0500-0600pm,,,Gilliam C,PRM,30,,,,,
2016,201601,Fall 2016,10622,MUS,10,0,2,Davidson Singers,,    R  ,0630-0830pm,,,Gilliam C,PRM,30,,,,,
2016,201601,Fall 2016,10622,MUS,10,0,2,Davidson Singers,,    R  ,0630-0830pm,,,Gilliam C,PRM,30,,,,,
2016,201601,Fall 2016,12364,MUS,11,0,1,Jazz Ensemble,0,  T  R  ,0430-0615pm,,,Lawing B,PRM,16,,,,,
2016,201601,Fall 2016,12365,MUS,12,0,1,Symphony Orchestra,0, M  W   ,0430-0615pm,,,Keith T,PRM,43,,,,,
2016,201601,Fall 2016,12366,MUS,13,0,1,Chorale,0, M T W R  ,0500-0600pm,,,Gilliam C,PRM,54,,,,,
2016,201601,Fall 2016,15072,MUS,17,0,1,Saxophone Quartet,0,      ,TBA,,,Botelho M,PRM,4,,,,,
2016,201601,Fall 2016,15212,MUS,18,0,1,Jazz Combo,0,      ,TBA,,,Botelho M,PRM,6,,,,,
2016,201601,Fall 2016,16104,MUS,20,0,1,Jazz Improvisation,0,      ,TBA,,,Botelho M,,0,,,,,
2016,201601,Fall 2016,12892,MUS,43,0,1,African Drumming Ensemble,0,      ,TBA,,,Botelho M,PRM,5,,,,,
2016,201601,Fall 2016,10642,MUS,50,0,1,Applied Lessons,0,      ,TBA,,,Botelho M,"FEE,PRM",1,,,,,
2016,201601,Fall 2016,10637,MUS,55,0,1,Applied Lessons,0,      ,TBA,,,Botelho M,"FEE,PRM",36,,,,,
2016,201601,Fall 2016,14488,MUS,101,0,1,Music Theory,1, M  W  F ,0830-0920am,SLOAN,B011,Botelho M,,20,VPRQ,,,,
2016,201601,Fall 2016,12123,MUS,121,0,1,Music in Western Civilization,1, M  W  F ,1030-1120am,SLOAN,201,Keith T,,30,VPRQ,,,,
2016,201601,Fall 2016,14587,MUS,141,0,1,World Musics,1, M  W  F ,0930-1020am,SLOAN,201,Stasack J,,30,CULT VPRQ,,,,
2016,201601,Fall 2016,13579,MUS,155,0,1,Applied Lessons,1,      ,TBA,,,Botelho M,"FEE,PRM",19,,,,,
2016,201601,Fall 2016,10454,MUS,195,0,1,Independent Study,1,      ,TBA,,,Staff S,PRM,10,,,,,
2016,201601,Fall 2016,14459,MUS,232,0,1,Jazz,1,  T  R  ,0140-0255pm,SLOAN,201,Lawing B,,30,VPRQ,AFR,,,
2016,201601,Fall 2016,14459,MUS,232,0,1,Jazz,1,  T  R  ,0140-0255pm,SLOAN,201,Lawing B,,30,VPRQ,AFR,,,
2016,201601,Fall 2016,16135,MUS,236,0,1,Social Dance & the Orchestra,1,  T  R  ,0940-1055am,SLOAN,201,Keith T,,30,VPRQ,,,,
2016,201601,Fall 2016,16105,MUS,241,0,1,Music of Latin America,1,  T  R  ,0815-0930am,SLOAN,B011,Botelho M,,20,CULT VPRQ,AFR,LAS,,
2016,201601,Fall 2016,16105,MUS,241,0,1,Music of Latin America,1,  T  R  ,0815-0930am,SLOAN,B011,Botelho M,,20,CULT VPRQ,AFR,LAS,,
2016,201601,Fall 2016,16105,MUS,241,0,1,Music of Latin America,1,  T  R  ,0815-0930am,SLOAN,B011,Botelho M,,20,CULT VPRQ,AFR,LAS,,
2016,201601,Fall 2016,13590,MUS,255,0,1,Applied Lessons,1,      ,TBA,,,Botelho M,"FEE,PRM,PRQ",11,,,,,
2016,201601,Fall 2016,15756,MUS,262,0,1,Songwriting and Transcription,1,  T  R  ,0305-0420pm,SLOAN,201,Stasack J,PRQ,6,VPRQ,,,,
2016,201601,Fall 2016,10458,MUS,295,0,1,Independent Study,1,      ,TBA,,,Staff S,PRM,10,,,,,
2016,201601,Fall 2016,16107,MUS,311,0,1,Music Technology & Production,1,  T  R  ,0940-1055am,SLOAN,B020,Lawing B,PRQ,6,NONE,,,,
2016,201601,Fall 2016,16019,MUS,356,0,1,Applied Lessons,1,      ,TBA,,,Botelho M,FEE,2,,,,,
2016,201601,Fall 2016,16020,MUS,357,0,1,Applied Lessons,1,      ,TBA,,,Botelho M,FEE,2,,,,,
2016,201601,Fall 2016,15518,MUS,361,0,1,Adv Studies in Composition,1,  T  R  ,1215-0130pm,SLOAN,B011,Stasack J,"PRM,PRQ",6,,,,,
