YEAR,TERM,TERM_TEXT,CRN,SUB,NUM,SECT,SEQ,SECTION_TITLE,CREDITS,DAYS,TIMES,BLDG,ROOM,PROF,NOTES,MAX_ENROLL,DIST,INTERDISCIPLINARY_COURSE1,INTERDISCIPLINARY_COURSE2,INTERDISCIPLINARY_COURSE3,INTERDISCIPLINARY_COURSE4
2016,201602,Spring 2017,21543,ART,100,0,1,Survey of Western Art,1, M  W  F ,1130-1220pm,VAC,117,Serebrennikov N,,30,VPRQ,,,,
2016,201602,Spring 2017,24884,ART,208,0,1,Renaissance Art in N Europe,1, M  W  F ,0930-1020am,VAC,117,Serebrennikov N,,30,VPRQ,,,,
2016,201602,Spring 2017,23904,ART,216,0,1,Nineteenth-Century Painting,1,  T  R  ,0140-0255pm,VAC,117,Ligo L,,30,VPRQ,,,,
2016,201602,Spring 2017,23572,ART,220,0,1,The Greening of Mod Architect,1,  T  R  ,0940-1055am,VAC,117,Ligo L,,30,VPRQ,ENV,,,
2016,201602,Spring 2017,23572,ART,220,0,1,The Greening of Mod Architect,1,  T  R  ,0940-1055am,VAC,117,Ligo L,,30,VPRQ,ENV,,,
2016,201602,Spring 2017,20006,ART,301,0,1,Advanced Drawing,1,  T  R  ,0940-1055am,VAC,212,St Clair K,,12,VPRQ,,,,
2016,201602,Spring 2017,21536,ART,303,0,1,Advanced Painting,1,  T    ,0140-0420pm,VAC,213,St Clair K,,15,VPRQ,,,,
2016,201602,Spring 2017,22198,ART,309,0,1,Advanced Sculpture,1,    R  ,0140-0420pm,VAC,106,Savage C,,10,VPRQ,,,,
2016,201602,Spring 2017,25298,ART,322,0,1,REGISTER FOR CRN 25564,1,  T  R  ,1215-0130pm,CHAM,1096,Toumazou M,XLST,0,NONE,,,,
2016,201602,Spring 2017,20016,ART,390,0,1,Ind Study: Art History,1,      ,TBA,,,Staff S,PRM,5,,,,,
2016,201602,Spring 2017,21537,ART,391,0,1,Indep Study: Studio Art,1,      ,TBA,,,Staff S,PRM,5,,,,,
2016,201602,Spring 2017,20022,ART,397,0,1,Junior Advanced Study,1,   W   ,0130-0420pm,VAC,212,Savage C,,4,,,,,
2016,201602,Spring 2017,21344,ART,402,0,1,Capstone Seminar/Art History,1,   W   ,0130-0420pm,VAC,108,Ligo L,PRM,9,,,,,
2016,201602,Spring 2017,23550,BIO,103,0,1,Microbes & Disease,1,  T  R  ,1215-0130pm,DANA,146,McNally L,R,32,LBRQ,,,,
2016,201602,Spring 2017,24596,BIO,108,A,1,Human Biology,1,  T  R  ,0940-1055am,DANA,146,McNally L,R,16,NSRQ,,,,
2016,201602,Spring 2017,24596,BIO,108,A,1,Human Biology,1,  T  R  ,0940-1055am,DANA,146,McNally L,R,16,NSRQ,,,,
2016,201602,Spring 2017,24596,BIO,108,A,2,Human Biology,,   W   ,0130-0420pm,WATSON,140,McNally L,R,16,NSRQ,,,,
2016,201602,Spring 2017,24596,BIO,108,A,2,Human Biology,,   W   ,0130-0420pm,WATSON,140,McNally L,R,16,NSRQ,,,,
2016,201602,Spring 2017,24597,BIO,108,B,1,Human Biology,1,  T  R  ,0940-1055am,DANA,146,McNally L,R,16,NSRQ,,,,
2016,201602,Spring 2017,24597,BIO,108,B,1,Human Biology,1,  T  R  ,0940-1055am,DANA,146,McNally L,R,16,NSRQ,,,,
2016,201602,Spring 2017,24597,BIO,108,B,2,Human Biology,,    R  ,0140-0420pm,WATSON,140,McNally L,R,16,NSRQ,,,,
2016,201602,Spring 2017,24597,BIO,108,B,2,Human Biology,,    R  ,0140-0420pm,WATSON,140,McNally L,R,16,NSRQ,,,,
2016,201602,Spring 2017,20063,BIO,111,A,1,"Molecules, Genes & Cells",1, M  W  F ,0830-0920am,WALL,106,Bernd K,B1,16,NSRQ,,,,
2016,201602,Spring 2017,20063,BIO,111,A,1,"Molecules, Genes & Cells",1, M  W  F ,0830-0920am,WALL,106,Bernd K,B1,16,NSRQ,,,,
2016,201602,Spring 2017,20063,BIO,111,A,2,"Molecules, Genes & Cells",, M     ,0130-0420pm,WATSON,147,Bernd K,B1,16,NSRQ,,,,
2016,201602,Spring 2017,20063,BIO,111,A,2,"Molecules, Genes & Cells",, M     ,0130-0420pm,WATSON,147,Bernd K,B1,16,NSRQ,,,,
2016,201602,Spring 2017,20064,BIO,111,B,1,"Molecules, Genes & Cells",1,  T    ,0815-1055am,WATSON,147,Bernd K,B1,16,NSRQ,,,,
2016,201602,Spring 2017,20064,BIO,111,B,1,"Molecules, Genes & Cells",1,  T    ,0815-1055am,WATSON,147,Bernd K,B1,16,NSRQ,,,,
2016,201602,Spring 2017,20064,BIO,111,B,2,"Molecules, Genes & Cells",, M  W  F ,0830-0920am,WALL,106,Bernd K,B1,16,NSRQ,,,,
2016,201602,Spring 2017,20064,BIO,111,B,2,"Molecules, Genes & Cells",, M  W  F ,0830-0920am,WALL,106,Bernd K,B1,16,NSRQ,,,,
2016,201602,Spring 2017,20518,BIO,111,C,1,"Molecules, Genes & Cells",1,  T  R  ,1215-0130pm,WALL,320,Melonakos J,B1,16,NSRQ,,,,
2016,201602,Spring 2017,20518,BIO,111,C,1,"Molecules, Genes & Cells",1,  T  R  ,1215-0130pm,WALL,320,Melonakos J,B1,16,NSRQ,,,,
2016,201602,Spring 2017,20518,BIO,111,C,2,"Molecules, Genes & Cells",,  T    ,0140-0420pm,WATSON,147,Melonakos J,B1,16,NSRQ,,,,
2016,201602,Spring 2017,20518,BIO,111,C,2,"Molecules, Genes & Cells",,  T    ,0140-0420pm,WATSON,147,Melonakos J,B1,16,NSRQ,,,,
2016,201602,Spring 2017,20519,BIO,111,D,1,"Molecules, Genes & Cells",1,  T  R  ,1215-0130pm,WALL,320,Melonakos J,B1,16,NSRQ,,,,
2016,201602,Spring 2017,20519,BIO,111,D,1,"Molecules, Genes & Cells",1,  T  R  ,1215-0130pm,WALL,320,Melonakos J,B1,16,NSRQ,,,,
2016,201602,Spring 2017,20519,BIO,111,D,2,"Molecules, Genes & Cells",,    R  ,0140-0420pm,WATSON,147,Melonakos J,B1,16,NSRQ,,,,
2016,201602,Spring 2017,20519,BIO,111,D,2,"Molecules, Genes & Cells",,    R  ,0140-0420pm,WATSON,147,Melonakos J,B1,16,NSRQ,,,,
2016,201602,Spring 2017,24230,BIO,111,E,1,"Molecules, Genes & Cells",1, M  W  F ,1030-1120am,WALL,106,Sarafova S,B1,16,NSRQ,,,,
2016,201602,Spring 2017,24230,BIO,111,E,1,"Molecules, Genes & Cells",1, M  W  F ,1030-1120am,WALL,106,Sarafova S,B1,16,NSRQ,,,,
2016,201602,Spring 2017,24230,BIO,111,E,2,"Molecules, Genes & Cells",,   W   ,0130-0420pm,WATSON,147,Sarafova S,B1,16,NSRQ,,,,
2016,201602,Spring 2017,24230,BIO,111,E,2,"Molecules, Genes & Cells",,   W   ,0130-0420pm,WATSON,147,Sarafova S,B1,16,NSRQ,,,,
2016,201602,Spring 2017,24231,BIO,111,F,1,"Molecules, Genes & Cells",1,    R  ,0815-1055am,WATSON,147,Sarafova S,B1,16,NSRQ,,,,
2016,201602,Spring 2017,24231,BIO,111,F,1,"Molecules, Genes & Cells",1,    R  ,0815-1055am,WATSON,147,Sarafova S,B1,16,NSRQ,,,,
2016,201602,Spring 2017,24231,BIO,111,F,2,"Molecules, Genes & Cells",, M  W  F ,1030-1120am,WALL,106,Sarafova S,B1,16,NSRQ,,,,
2016,201602,Spring 2017,24231,BIO,111,F,2,"Molecules, Genes & Cells",, M  W  F ,1030-1120am,WALL,106,Sarafova S,B1,16,NSRQ,,,,
2016,201602,Spring 2017,24900,BIO,114,A,1,Integr Concepts in Biology II,1,  T  R  ,0940-1055am,WALL,106,Peroni P,B2,16,NSRQ,,,,
2016,201602,Spring 2017,24900,BIO,114,A,1,Integr Concepts in Biology II,1,  T  R  ,0940-1055am,WALL,106,Peroni P,B2,16,NSRQ,,,,
2016,201602,Spring 2017,24900,BIO,114,A,2,Integr Concepts in Biology II,, M     ,0130-0420pm,WATSON,119,Peroni P,B2,16,NSRQ,,,,
2016,201602,Spring 2017,24900,BIO,114,A,2,Integr Concepts in Biology II,, M     ,0130-0420pm,WATSON,119,Peroni P,B2,16,NSRQ,,,,
2016,201602,Spring 2017,24901,BIO,114,B,1,Integr Concepts in Biology II,1,  T  R  ,0940-1055am,WALL,106,Peroni P,B2,16,NSRQ,,,,
2016,201602,Spring 2017,24901,BIO,114,B,1,Integr Concepts in Biology II,1,  T  R  ,0940-1055am,WALL,106,Peroni P,B2,16,NSRQ,,,,
2016,201602,Spring 2017,24901,BIO,114,B,2,Integr Concepts in Biology II,,  T    ,0140-0420pm,WATSON,119,Peroni P,B2,16,NSRQ,,,,
2016,201602,Spring 2017,24901,BIO,114,B,2,Integr Concepts in Biology II,,  T    ,0140-0420pm,WATSON,119,Peroni P,B2,16,NSRQ,,,,
2016,201602,Spring 2017,25559,BIO,114,C,1,Integr Concepts in Biology II,1, M  W  F ,1230-0120pm,WALL,243,Paradise C,B2,16,NSRQ,,,,
2016,201602,Spring 2017,25559,BIO,114,C,1,Integr Concepts in Biology II,1, M  W  F ,1230-0120pm,WALL,243,Paradise C,B2,16,NSRQ,,,,
2016,201602,Spring 2017,25559,BIO,114,C,2,Integr Concepts in Biology II,,   W   ,0130-0420pm,WATSON,119,Paradise C,B2,16,NSRQ,,,,
2016,201602,Spring 2017,25559,BIO,114,C,2,Integr Concepts in Biology II,,   W   ,0130-0420pm,WATSON,119,Paradise C,B2,16,NSRQ,,,,
2016,201602,Spring 2017,25560,BIO,114,D,1,Integr Concepts in Biology II,1, M  W  F ,1230-0120pm,WALL,243,Paradise C,B2,16,NSRQ,,,,
2016,201602,Spring 2017,25560,BIO,114,D,1,Integr Concepts in Biology II,1, M  W  F ,1230-0120pm,WALL,243,Paradise C,B2,16,NSRQ,,,,
2016,201602,Spring 2017,25560,BIO,114,D,2,Integr Concepts in Biology II,,    R  ,0140-0420pm,WATSON,119,Paradise C,B2,16,NSRQ,,,,
2016,201602,Spring 2017,25560,BIO,114,D,2,Integr Concepts in Biology II,,    R  ,0140-0420pm,WATSON,119,Paradise C,B2,16,NSRQ,,,,
2016,201602,Spring 2017,24732,BIO,201,A,1,Genetics,1, M  W  F ,1030-1120am,WALL,320,Hales K,PRQ,16,,,,,
2016,201602,Spring 2017,24732,BIO,201,A,1,Genetics,1, M  W  F ,1030-1120am,WALL,320,Hales K,PRQ,16,,,,,
2016,201602,Spring 2017,24732,BIO,201,A,2,Genetics,, M     ,0130-0420pm,DANA,256,Hales K,PRQ,16,,,,,
2016,201602,Spring 2017,24732,BIO,201,A,2,Genetics,, M     ,0130-0420pm,DANA,256,Hales K,PRQ,16,,,,,
2016,201602,Spring 2017,24734,BIO,201,B,1,Genetics,1, M  W  F ,1030-1120am,WALL,320,Hales K,PRQ,16,,,,,
2016,201602,Spring 2017,24734,BIO,201,B,1,Genetics,1, M  W  F ,1030-1120am,WALL,320,Hales K,PRQ,16,,,,,
2016,201602,Spring 2017,24734,BIO,201,B,2,Genetics,,  T    ,0140-0420pm,DANA,256,Hales K,PRQ,16,,,,,
2016,201602,Spring 2017,24734,BIO,201,B,2,Genetics,,  T    ,0140-0420pm,DANA,256,Hales K,PRQ,16,,,,,
2016,201602,Spring 2017,24898,BIO,202,A,1,Microbiology,1, M  W  F ,1230-0120pm,WALL,320,Wessner D,PRQ,16,,,,,
2016,201602,Spring 2017,24898,BIO,202,A,1,Microbiology,1, M  W  F ,1230-0120pm,WALL,320,Wessner D,PRQ,16,,,,,
2016,201602,Spring 2017,24898,BIO,202,A,2,Microbiology,,   W   ,0130-0420pm,DANA,256,Wessner D,PRQ,16,,,,,
2016,201602,Spring 2017,24898,BIO,202,A,2,Microbiology,,   W   ,0130-0420pm,DANA,256,Wessner D,PRQ,16,,,,,
2016,201602,Spring 2017,24899,BIO,202,B,1,Microbiology,1, M  W  F ,1230-0120pm,WALL,320,Wessner D,PRQ,16,,,,,
2016,201602,Spring 2017,24899,BIO,202,B,1,Microbiology,1, M  W  F ,1230-0120pm,WALL,320,Wessner D,PRQ,16,,,,,
2016,201602,Spring 2017,24899,BIO,202,B,2,Microbiology,,    R  ,0140-0420pm,DANA,256,Wessner D,PRQ,16,,,,,
2016,201602,Spring 2017,24899,BIO,202,B,2,Microbiology,,    R  ,0140-0420pm,DANA,256,Wessner D,PRQ,16,,,,,
2016,201602,Spring 2017,25561,BIO,217,0,1,Insects & People,1,  T  R  ,0940-1055am,CHAM,3234,Paradise C,PRQ,32,,,,,
2016,201602,Spring 2017,25062,BIO,227,A,1,Conservation Bio/Biodiversity,1,  T  R  ,0815-0930am,WALL,243,Smith K,PRQ,16,NSRQ,ENV,,,
2016,201602,Spring 2017,25062,BIO,227,A,1,Conservation Bio/Biodiversity,1,  T  R  ,0815-0930am,WALL,243,Smith K,PRQ,16,NSRQ,ENV,,,
2016,201602,Spring 2017,25062,BIO,227,A,1,Conservation Bio/Biodiversity,1,  T  R  ,0815-0930am,WALL,243,Smith K,PRQ,16,NSRQ,ENV,,,
2016,201602,Spring 2017,25062,BIO,227,A,1,Conservation Bio/Biodiversity,1,  T  R  ,0815-0930am,WALL,243,Smith K,PRQ,16,NSRQ,ENV,,,
2016,201602,Spring 2017,25062,BIO,227,A,2,Conservation Bio/Biodiversity,,  T    ,0140-0420pm,WATSON,247,Smith K,PRQ,16,NSRQ,ENV,,,
2016,201602,Spring 2017,25062,BIO,227,A,2,Conservation Bio/Biodiversity,,  T    ,0140-0420pm,WATSON,247,Smith K,PRQ,16,NSRQ,ENV,,,
2016,201602,Spring 2017,25062,BIO,227,A,2,Conservation Bio/Biodiversity,,  T    ,0140-0420pm,WATSON,247,Smith K,PRQ,16,NSRQ,ENV,,,
2016,201602,Spring 2017,25062,BIO,227,A,2,Conservation Bio/Biodiversity,,  T    ,0140-0420pm,WATSON,247,Smith K,PRQ,16,NSRQ,ENV,,,
2016,201602,Spring 2017,25063,BIO,227,B,1,Conservation Bio/Biodiversity,1,  T  R  ,0815-0930am,WALL,243,Smith K,PRQ,16,NSRQ,ENV,,,
2016,201602,Spring 2017,25063,BIO,227,B,1,Conservation Bio/Biodiversity,1,  T  R  ,0815-0930am,WALL,243,Smith K,PRQ,16,NSRQ,ENV,,,
2016,201602,Spring 2017,25063,BIO,227,B,1,Conservation Bio/Biodiversity,1,  T  R  ,0815-0930am,WALL,243,Smith K,PRQ,16,NSRQ,ENV,,,
2016,201602,Spring 2017,25063,BIO,227,B,1,Conservation Bio/Biodiversity,1,  T  R  ,0815-0930am,WALL,243,Smith K,PRQ,16,NSRQ,ENV,,,
2016,201602,Spring 2017,25063,BIO,227,B,2,Conservation Bio/Biodiversity,,   W   ,0130-0420pm,WATSON,247,Smith K,PRQ,16,NSRQ,ENV,,,
2016,201602,Spring 2017,25063,BIO,227,B,2,Conservation Bio/Biodiversity,,   W   ,0130-0420pm,WATSON,247,Smith K,PRQ,16,NSRQ,ENV,,,
2016,201602,Spring 2017,25063,BIO,227,B,2,Conservation Bio/Biodiversity,,   W   ,0130-0420pm,WATSON,247,Smith K,PRQ,16,NSRQ,ENV,,,
2016,201602,Spring 2017,25063,BIO,227,B,2,Conservation Bio/Biodiversity,,   W   ,0130-0420pm,WATSON,247,Smith K,PRQ,16,NSRQ,ENV,,,
2016,201602,Spring 2017,25064,BIO,240,A,1,Biostats for Life Scientists,1,  T  R  ,1215-0130pm,WALL,243,Smith K,PRQ,16,MQRQ,ENV,,,
2016,201602,Spring 2017,25064,BIO,240,A,1,Biostats for Life Scientists,1,  T  R  ,1215-0130pm,WALL,243,Smith K,PRQ,16,MQRQ,ENV,,,
2016,201602,Spring 2017,25065,BIO,260,0,1,Perspective on Darwinism,1, M  W  F ,1130-1220pm,CHAM,1045,Putnam J,PRQ,12,,COM,,,
2016,201602,Spring 2017,25065,BIO,260,0,1,Perspective on Darwinism,1, M  W  F ,1130-1220pm,CHAM,1045,Putnam J,PRQ,12,,COM,,,
2016,201602,Spring 2017,24744,BIO,262,0,1,Seminar: Forensic Serology,1,  T  R  ,0140-0255pm,WALL,106,Bernd K,"PRM,PRQ",12,,,,,
2016,201602,Spring 2017,22021,BIO,305,A,1,Microanatomy of Vertebrates,1, M  W  F ,0930-1020am,CHAM,1003,Putnam J,PRQ,16,,,,,
2016,201602,Spring 2017,22021,BIO,305,A,1,Microanatomy of Vertebrates,1, M  W  F ,0930-1020am,CHAM,1003,Putnam J,PRQ,16,,,,,
2016,201602,Spring 2017,22021,BIO,305,A,2,Microanatomy of Vertebrates,, M     ,0130-0420pm,WATSON,109,Putnam J,PRQ,16,,,,,
2016,201602,Spring 2017,22021,BIO,305,A,2,Microanatomy of Vertebrates,, M     ,0130-0420pm,WATSON,109,Putnam J,PRQ,16,,,,,
2016,201602,Spring 2017,22023,BIO,305,B,1,Microanatomy of Vertebrates,1, M  W  F ,0930-1020am,CHAM,1003,Putnam J,PRQ,16,,,,,
2016,201602,Spring 2017,22023,BIO,305,B,1,Microanatomy of Vertebrates,1, M  W  F ,0930-1020am,CHAM,1003,Putnam J,PRQ,16,,,,,
2016,201602,Spring 2017,22023,BIO,305,B,2,Microanatomy of Vertebrates,,    R  ,0140-0420pm,WATSON,109,Putnam J,PRQ,16,,,,,
2016,201602,Spring 2017,22023,BIO,305,B,2,Microanatomy of Vertebrates,,    R  ,0140-0420pm,WATSON,109,Putnam J,PRQ,16,,,,,
2016,201602,Spring 2017,22397,BIO,306,0,1,Developmental Biology,1,  T  R  ,0140-0420pm,DANA,220,Lom B,PRQ,16,,,,,
2016,201602,Spring 2017,24610,BIO,309,0,1,Genomics,1, M  W  F ,0230-0320pm,WALL,210,Campbell M,PRQ,32,,,,,
2016,201602,Spring 2017,22896,BIO,310,0,1,Human Physiology,1, M  W  F ,1130-1220pm,WALL,210,Barsoum M,"34,PRQ",32,,,,,
2016,201602,Spring 2017,23894,BIO,333,A,1,Cellular & Molec Neuroscience,1,  T  R  ,1215-0130pm,WALL,106,El Bejjani R,PRQ,16,,,,,
2016,201602,Spring 2017,23894,BIO,333,A,1,Cellular & Molec Neuroscience,1,  T  R  ,1215-0130pm,WALL,106,El Bejjani R,PRQ,16,,,,,
2016,201602,Spring 2017,23894,BIO,333,A,2,Cellular & Molec Neuroscience,, M     ,0130-0420pm,DANA,220,El Bejjani R,PRQ,16,,,,,
2016,201602,Spring 2017,23894,BIO,333,A,2,Cellular & Molec Neuroscience,, M     ,0130-0420pm,DANA,220,El Bejjani R,PRQ,16,,,,,
2016,201602,Spring 2017,23896,BIO,333,B,1,Cellular & Molec Neuroscience,1,  T  R  ,1215-0130pm,WALL,106,El Bejjani R,PRQ,16,,,,,
2016,201602,Spring 2017,23896,BIO,333,B,1,Cellular & Molec Neuroscience,1,  T  R  ,1215-0130pm,WALL,106,El Bejjani R,PRQ,16,,,,,
2016,201602,Spring 2017,23896,BIO,333,B,2,Cellular & Molec Neuroscience,,   W   ,0130-0420pm,DANA,220,El Bejjani R,PRQ,16,,,,,
2016,201602,Spring 2017,23896,BIO,333,B,2,Cellular & Molec Neuroscience,,   W   ,0130-0420pm,DANA,220,El Bejjani R,PRQ,16,,,,,
2016,201602,Spring 2017,23560,BIO,343,0,1,Laboratory Methods in Genomics,1,  T  R  ,0940-1055am,WALL,B05,Campbell M,PRQ,18,,,,,
2016,201602,Spring 2017,24393,BIO,360,0,1,Biology of HIV/AIDS,1,  T  R  ,1215-0130pm,DANA,153,Wessner D,PRQ,12,,GSS,,,
2016,201602,Spring 2017,24393,BIO,360,0,1,Biology of HIV/AIDS,1,  T  R  ,1215-0130pm,DANA,153,Wessner D,PRQ,12,,GSS,,,
2016,201602,Spring 2017,24611,BIO,364,0,1,Immune System Dysfunction,1,  T  R  ,1215-0130pm,CHAM,1015,Sarafova S,PRQ,12,,,,,
2016,201602,Spring 2017,23966,BIO,372,F,1,Research in Biology II,1,      ,TBA,,,Staff S,"PRM,PRQ",30,,,,,
2016,201602,Spring 2017,24136,BIO,373,0,1,Research in Biology III,1,      ,TBA,,,Staff S,"PRM, PRQ",30,,,,,
2016,201602,Spring 2017,25398,BIO,395,0,1,REG FOR CRN 25230,1,   W   ,0130-0420pm,CHAM,3068,Myers J,"PRQ,XLST",0,,CHE,,,
2016,201602,Spring 2017,25398,BIO,395,0,1,REG FOR CRN 25230,1,   W   ,0130-0420pm,CHAM,3068,Myers J,"PRQ,XLST",0,,CHE,,,
2016,201602,Spring 2017,22739,CHE,106,A,1,Chemistry of Art and Artifacts,1,  T  R  ,0940-1055am,WALL,320,Beeston R,"97,FEE3",16,NSRQ,ARC,,,
2016,201602,Spring 2017,22739,CHE,106,A,1,Chemistry of Art and Artifacts,1,  T  R  ,0940-1055am,WALL,320,Beeston R,"97,FEE3",16,NSRQ,ARC,,,
2016,201602,Spring 2017,22739,CHE,106,A,1,Chemistry of Art and Artifacts,1,  T  R  ,0940-1055am,WALL,320,Beeston R,"97,FEE3",16,NSRQ,ARC,,,
2016,201602,Spring 2017,22739,CHE,106,A,1,Chemistry of Art and Artifacts,1,  T  R  ,0940-1055am,WALL,320,Beeston R,"97,FEE3",16,NSRQ,ARC,,,
2016,201602,Spring 2017,22739,CHE,106,A,2,Chemistry of Art and Artifacts,, M     ,0130-0420pm,WALL,235,Beeston R,"97,FEE3",16,NSRQ,ARC,,,
2016,201602,Spring 2017,22739,CHE,106,A,2,Chemistry of Art and Artifacts,, M     ,0130-0420pm,WALL,235,Beeston R,"97,FEE3",16,NSRQ,ARC,,,
2016,201602,Spring 2017,22739,CHE,106,A,2,Chemistry of Art and Artifacts,, M     ,0130-0420pm,WALL,235,Beeston R,"97,FEE3",16,NSRQ,ARC,,,
2016,201602,Spring 2017,22739,CHE,106,A,2,Chemistry of Art and Artifacts,, M     ,0130-0420pm,WALL,235,Beeston R,"97,FEE3",16,NSRQ,ARC,,,
2016,201602,Spring 2017,22741,CHE,106,B,1,Chemistry of Art and Artifacts,1,  T  R  ,0940-1055am,WALL,320,Beeston R,"93,FEE3",16,NSRQ,ARC,,,
2016,201602,Spring 2017,22741,CHE,106,B,1,Chemistry of Art and Artifacts,1,  T  R  ,0940-1055am,WALL,320,Beeston R,"93,FEE3",16,NSRQ,ARC,,,
2016,201602,Spring 2017,22741,CHE,106,B,1,Chemistry of Art and Artifacts,1,  T  R  ,0940-1055am,WALL,320,Beeston R,"93,FEE3",16,NSRQ,ARC,,,
2016,201602,Spring 2017,22741,CHE,106,B,1,Chemistry of Art and Artifacts,1,  T  R  ,0940-1055am,WALL,320,Beeston R,"93,FEE3",16,NSRQ,ARC,,,
2016,201602,Spring 2017,22741,CHE,106,B,2,Chemistry of Art and Artifacts,,  T    ,1215-0420pm,WALL,235,Beeston R,"93,FEE3",16,NSRQ,ARC,,,
2016,201602,Spring 2017,22741,CHE,106,B,2,Chemistry of Art and Artifacts,,  T    ,1215-0420pm,WALL,235,Beeston R,"93,FEE3",16,NSRQ,ARC,,,
2016,201602,Spring 2017,22741,CHE,106,B,2,Chemistry of Art and Artifacts,,  T    ,1215-0420pm,WALL,235,Beeston R,"93,FEE3",16,NSRQ,ARC,,,
2016,201602,Spring 2017,22741,CHE,106,B,2,Chemistry of Art and Artifacts,,  T    ,1215-0420pm,WALL,235,Beeston R,"93,FEE3",16,NSRQ,ARC,,,
2016,201602,Spring 2017,20079,CHE,115,A,1,Principles of Chemistry,1, M  W  F ,0830-0920am,WALL,320,Striplin D,"97,FEE3",16,NSRQ,,,,
2016,201602,Spring 2017,20079,CHE,115,A,1,Principles of Chemistry,1, M  W  F ,0830-0920am,WALL,320,Striplin D,"97,FEE3",16,NSRQ,,,,
2016,201602,Spring 2017,20079,CHE,115,A,2,Principles of Chemistry,, M     ,0130-0420pm,WALL,110,Striplin D,"97,FEE3",16,NSRQ,,,,
2016,201602,Spring 2017,20079,CHE,115,A,2,Principles of Chemistry,, M     ,0130-0420pm,WALL,110,Striplin D,"97,FEE3",16,NSRQ,,,,
2016,201602,Spring 2017,20080,CHE,115,B,1,Principles of Chemistry,1, M  W  F ,0830-0920am,WALL,320,Striplin D,"93,FEE3",16,NSRQ,,,,
2016,201602,Spring 2017,20080,CHE,115,B,1,Principles of Chemistry,1, M  W  F ,0830-0920am,WALL,320,Striplin D,"93,FEE3",16,NSRQ,,,,
2016,201602,Spring 2017,20080,CHE,115,B,2,Principles of Chemistry,,  T    ,0140-0420pm,WALL,110,Striplin D,"93,FEE3",16,NSRQ,,,,
2016,201602,Spring 2017,20080,CHE,115,B,2,Principles of Chemistry,,  T    ,0140-0420pm,WALL,110,Striplin D,"93,FEE3",16,NSRQ,,,,
2016,201602,Spring 2017,20575,CHE,115,C,1,Principles of Chemistry,1, M  W  F ,1130-1220pm,WALL,320,Offermann L,"97,FEE3",16,NSRQ,,,,
2016,201602,Spring 2017,20575,CHE,115,C,1,Principles of Chemistry,1, M  W  F ,1130-1220pm,WALL,320,Offermann L,"97,FEE3",16,NSRQ,,,,
2016,201602,Spring 2017,20575,CHE,115,C,2,Principles of Chemistry,,   W   ,0130-0420pm,WALL,110,Offermann L,"97,FEE3",16,NSRQ,,,,
2016,201602,Spring 2017,20575,CHE,115,C,2,Principles of Chemistry,,   W   ,0130-0420pm,WALL,110,Offermann L,"97,FEE3",16,NSRQ,,,,
2016,201602,Spring 2017,20576,CHE,115,D,1,Principles of Chemistry,1, M  W  F ,1130-1220pm,WALL,320,Offermann L,"93,FEE3",16,NSRQ,,,,
2016,201602,Spring 2017,20576,CHE,115,D,1,Principles of Chemistry,1, M  W  F ,1130-1220pm,WALL,320,Offermann L,"93,FEE3",16,NSRQ,,,,
2016,201602,Spring 2017,20576,CHE,115,D,2,Principles of Chemistry,,    R  ,0140-0420pm,WALL,110,Offermann L,"93,FEE3",16,NSRQ,,,,
2016,201602,Spring 2017,20576,CHE,115,D,2,Principles of Chemistry,,    R  ,0140-0420pm,WALL,110,Offermann L,"93,FEE3",16,NSRQ,,,,
2016,201602,Spring 2017,25254,CHE,230,A,1,Intro to Biological Chemistry,1,  T  R  ,0940-1055am,WALL,243,Myers J,"97,FEE1,PRQ",12,NSRQ,,,,
2016,201602,Spring 2017,25254,CHE,230,A,1,Intro to Biological Chemistry,1,  T  R  ,0940-1055am,WALL,243,Myers J,"97,FEE1,PRQ",12,NSRQ,,,,
2016,201602,Spring 2017,25254,CHE,230,A,2,Intro to Biological Chemistry,, M     ,0130-0420pm,WALL,335,Myers J,"97,FEE1,PRQ",12,NSRQ,,,,
2016,201602,Spring 2017,25254,CHE,230,A,2,Intro to Biological Chemistry,, M     ,0130-0420pm,WALL,335,Myers J,"97,FEE1,PRQ",12,NSRQ,,,,
2016,201602,Spring 2017,25255,CHE,230,B,1,Intro to Biological Chemistry,1,  T  R  ,0940-1055am,WALL,243,Myers J,"97,FEE1,PRQ",12,NSRQ,,,,
2016,201602,Spring 2017,25255,CHE,230,B,1,Intro to Biological Chemistry,1,  T  R  ,0940-1055am,WALL,243,Myers J,"97,FEE1,PRQ",12,NSRQ,,,,
2016,201602,Spring 2017,25255,CHE,230,B,2,Intro to Biological Chemistry,,  T    ,1215-0420pm,WALL,335,Myers J,"97,FEE1,PRQ",12,NSRQ,,,,
2016,201602,Spring 2017,25255,CHE,230,B,2,Intro to Biological Chemistry,,  T    ,1215-0420pm,WALL,335,Myers J,"97,FEE1,PRQ",12,NSRQ,,,,
2016,201602,Spring 2017,25256,CHE,240,A,1,Intro to Inorganic Chemistry,1, M  W  F ,1030-1120am,WALL,243,Anstey M,"97,FEE1,PRQ",16,NSRQ,,,,
2016,201602,Spring 2017,25256,CHE,240,A,1,Intro to Inorganic Chemistry,1, M  W  F ,1030-1120am,WALL,243,Anstey M,"97,FEE1,PRQ",16,NSRQ,,,,
